# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-8621
# Selected columns: 7 (all)
# Timestamp: Tue, 29-Apr-2025 09:45:43
Gene ID	Gene Name	14 minute	20 minute	92 minute	102 minute	132 minute	142 minute	162 minute
YAR018C	KIN3	31.0	27.0	31.0	37.0	124.0	124.0	91.0
YAR019C	CDC15	33.0	33.0	18.0	18.0	17.0	16.0	14.0
YAR019W-A	YAR019W-A	4.0	3.0	3.0	3.0	3.0	2.0	3.0
YAR020C	PAU7	51.0	41.0	24.0	29.0	20.0	26.0	20.0
YAR023C	YAR023C	29.0	29.0	13.0	15.0	12.0	15.0	13.0
YAR027W	UIP3	180.0	163.0	79.0	86.0	110.0	120.0	116.0
YAR028W	YAR028W	25.0	31.0	35.0	27.0	25.0	25.0	25.0
YAR029W	YAR029W	9.0	15.0	10.0	7.0	7.0	3.0	6.0
YAR030C	YAR030C	6.0	9.0	2.0	3.0	5.0	6.0	5.0
YAR031W	PRM9	19.0	22.0	10.0	12.0	15.0	15.0	12.0
YAR033W	MST28	29.0	27.0	14.0	14.0	18.0	16.0	19.0
YAR035C-A	YAR035C-A	70.0	51.0	26.0	27.0	26.0	16.0	18.0
YAR035W	YAT1	1364.0	1707.0	1370.0	1329.0	1509.0	1492.0	1012.0
YAR042W	SWH1	34.0	35.0	34.0	31.0	34.0	35.0	32.0
YAR050W	FLO1	2.0	2.0	1.0	1.0	1.0	1.0	1.0
YAR053W	YAR053W						0.8	
YAR061W	YAR061W	0.3						
YAR064W	YAR064W	1.0	2.0	1.0		0.8	0.8	1.0
YAR066W	YAR066W	10.0	10.0	6.0	7.0	9.0	9.0	9.0
YAR068W	YAR068W	29.0	36.0	30.0	25.0	33.0	35.0	31.0
YAR069C	YAR069C	4.0	3.0	2.0	1.0	0.9		1.0
YAR070C	YAR070C	5.0	7.0	1.0	2.0	2.0		0.7
YAR071W	PHO11	8.0	8.0	7.0	5.0	7.0	7.0	5.0
YAR073W	IMD1	5.0	6.0	3.0	4.0	4.0	4.0	3.0
YAR075W	YAR075W	2.0	3.0	0.6	1.0	2.0	2.0	3.0
YBL001C	ECM15	686.0	652.0	520.0	513.0	563.0	662.0	623.0
YBL002W	HTB2	144.0	139.0	3861.0	2305.0	569.0	366.0	465.0
YBL003C	HTA2	128.0	142.0	1734.0	1031.0	232.0	155.0	201.0
YBL004W	UTP20	9.0	7.0	9.0	11.0	8.0	9.0	11.0
YBL005W-B	YBL005W-B	0.2	0.4	0.4	0.4	0.6	0.6	0.6
YBL005W	PDR3	22.0	24.0	18.0	17.0	16.0	17.0	13.0
YBL006C	LDB7	62.0	63.0	53.0	53.0	55.0	52.0	54.0
YBL007C	SLA1	67.0	67.0	62.0	60.0	63.0	58.0	55.0
YBL008W-A	YBL008W-A	1.0	3.0	1.0	0.9		1.0	0.9
YBL008W	HIR1	20.0	19.0	27.0	28.0	27.0	24.0	26.0
YBL009W	ALK2	32.0	30.0	57.0	52.0	34.0	35.0	33.0
YBL010C	YBL010C	42.0	43.0	41.0	38.0	39.0	41.0	44.0
YBL011W	SCT1	54.0	50.0	52.0	52.0	49.0	45.0	46.0
YBL012C	YBL012C	5.0	4.0	5.0	6.0	7.0	7.0	7.0
YBL013W	FMT1	11.0	11.0	12.0	12.0	13.0	12.0	13.0
YBL014C	RRN6	21.0	22.0	20.0	19.0	19.0	19.0	19.0
YBL015W	ACH1	2477.0	2774.0	2891.0	2988.0	3083.0	3023.0	2538.0
YBL016W	FUS3	250.0	226.0	132.0	142.0	160.0	166.0	140.0
YBL017C	PEP1	72.0	64.0	32.0	33.0	34.0	31.0	29.0
YBL018C	POP8	181.0	145.0	155.0	123.0	100.0	84.0	90.0
YBL019W	APN2	32.0	31.0	25.0	22.0	28.0	25.0	25.0
YBL020W	RFT1	74.0	75.0	66.0	67.0	55.0	58.0	59.0
YBL021C	HAP3	86.0	78.0	110.0	120.0	112.0	115.0	114.0
YBL022C	PIM1	101.0	101.0	110.0	120.0	141.0	139.0	143.0
YBL023C	MCM2	26.0	27.0	13.0	15.0	31.0	31.0	31.0
YBL024W	NCL1	45.0	46.0	46.0	47.0	45.0	51.0	55.0
YBL025W	RRN10	99.0	105.0	66.0	61.0	56.0	54.0	44.0
YBL026W	LSM2	272.0	266.0	348.0	295.0	258.0	256.0	244.0
YBL027W	RPL19B	538.0	458.0	820.0	870.0	918.0	948.0	1292.0
YBL028C	YBL028C	126.0	91.0	148.0	145.0	97.0	100.0	138.0
YBL029C-A	YBL029C-A	182.0	192.0	171.0	188.0	208.0	213.0	189.0
YBL029W	YBL029W	67.0	73.0	43.0	51.0	56.0	53.0	46.0
YBL030C	PET9	1505.0	1134.0	2469.0	2695.0	2929.0	3134.0	2981.0
YBL031W	SHE1	8.0	7.0	32.0	31.0	21.0	20.0	17.0
YBL032W	HEK2	77.0	83.0	177.0	148.0	98.0	87.0	70.0
YBL033C	RIB1	178.0	206.0	161.0	169.0	139.0	141.0	134.0
YBL034C	STU1	15.0	14.0	20.0	18.0	15.0	14.0	13.0
YBL035C	POL12	23.0	19.0	14.0	13.0	11.0	11.0	22.0
YBL036C	YBL036C	155.0	170.0	129.0	139.0	148.0	140.0	138.0
YBL037W	APL3	36.0	36.0	35.0	35.0	30.0	27.0	24.0
YBL038W	MRPL16	164.0	137.0	197.0	195.0	236.0	245.0	279.0
YBL039C	URA7	45.0	27.0	36.0	47.0	33.0	40.0	55.0
YBL039W-B	YBL039W-B	380.0	353.0	129.0	137.0	126.0	129.0	124.0
YBL040C	ERD2	233.0	216.0	205.0	190.0	169.0	167.0	167.0
YBL041W	PRE7	315.0	356.0	303.0	307.0	284.0	295.0	277.0
YBL042C	FUI1	46.0	41.0	24.0	24.0	22.0	25.0	25.0
YBL043W	ECM13	404.0	469.0	1271.0	1427.0	1615.0	1563.0	1323.0
YBL044W	YBL044W	0.8	0.8	2.0		0.7	1.0	0.7
YBL045C	COR1	720.0	626.0	1358.0	1441.0	1528.0	1600.0	1531.0
YBL046W	PSY4	58.0	54.0	45.0	44.0	40.0	40.0	38.0
YBL047C	EDE1	70.0	71.0	57.0	60.0	63.0	60.0	55.0
YBL048W	RRT1	85.0	89.0	55.0	56.0	74.0	66.0	63.0
YBL049W	MOH1	198.0	197.0	105.0	108.0	135.0	141.0	120.0
YBL050W	SEC17	177.0	181.0	129.0	131.0	148.0	147.0	133.0
YBL051C	PIN4	28.0	28.0	46.0	45.0	45.0	44.0	54.0
YBL052C	SAS3	20.0	19.0	22.0	21.0	22.0	18.0	16.0
YBL053W	YBL053W	0.6	1.0		0.6			1.0
YBL054W	TOD6	49.0	33.0	33.0	35.0	27.0	39.0	46.0
YBL055C	YBL055C	53.0	46.0	37.0	37.0	41.0	43.0	48.0
YBL056W	PTC3	185.0	194.0	207.0	198.0	185.0	181.0	163.0
YBL057C	PTH2	126.0	142.0	104.0	107.0	106.0	104.0	93.0
YBL058W	SHP1	255.0	267.0	205.0	232.0	231.0	229.0	214.0
YBL059C-A	CMC2	202.0	168.0	198.0	183.0	300.0	311.0	301.0
YBL059W	YBL059W	77.0	66.0	76.0	74.0	87.0	100.0	92.0
YBL060W	YEL1	44.0	41.0	30.0	32.0	30.0	31.0	28.0
YBL061C	SKT5	29.0	23.0	28.0	29.0	31.0	32.0	33.0
YBL063W	KIP1	15.0	16.0	24.0	21.0	11.0	10.0	10.0
YBL064C	PRX1	665.0	797.0	555.0	603.0	654.0	644.0	541.0
YBL065W	YBL065W	7.0	7.0		0.6			
YBL066C	SEF1	38.0	40.0	33.0	37.0	39.0	37.0	34.0
YBL067C	UBP13	146.0	119.0	38.0	42.0	40.0	38.0	37.0
YBL068W	PRS4	107.0	96.0	62.0	60.0	64.0	70.0	67.0
YBL069W	AST1	11.0	10.0	25.0	27.0	21.0	24.0	26.0
YBL070C	YBL070C	1.0	2.0					
YBL071C	YBL071C	58.0	55.0	50.0	51.0	33.0	36.0	49.0
YBL071C-B	YBL071C-B		2.0	3.0	9.0		3.0	
YBL071W-A	KTI11	122.0	124.0	116.0	127.0	97.0	92.0	101.0
YBL072C	RPS8A	313.0	237.0	316.0	369.0	359.0	379.0	471.0
YBL073W	YBL073W	7.0	5.0	5.0	8.0	5.0	8.0	11.0
YBL074C	AAR2	19.0	17.0	11.0	12.0	14.0	15.0	15.0
YBL075C	SSA3	31.0	28.0	22.0	24.0	25.0	29.0	31.0
YBL076C	ILS1	140.0	156.0	131.0	132.0	103.0	108.0	112.0
YBL078C	ATG8	346.0	417.0	186.0	172.0	192.0	174.0	166.0
YBL079W	NUP170	38.0	33.0	30.0	29.0	27.0	25.0	26.0
YBL080C	PET112	53.0	50.0	46.0	44.0	56.0	55.0	47.0
YBL081W	YBL081W	20.0	18.0	32.0	34.0	30.0	35.0	39.0
YBL082C	ALG3	30.0	35.0	40.0	35.0	35.0	36.0	29.0
YBL084C	CDC27	38.0	41.0	37.0	37.0	40.0	40.0	31.0
YBL085W	BOI1	23.0	23.0	47.0	46.0	40.0	36.0	43.0
YBL086C	YBL086C	34.0	41.0	33.0	29.0	40.0	36.0	39.0
YBL087C	RPL23A	199.0	177.0	309.0	345.0	319.0	352.0	488.0
YBL088C	TEL1	7.0	7.0	5.0	5.0	6.0	5.0	5.0
YBL089W	AVT5	60.0	60.0	38.0	37.0	37.0	32.0	30.0
YBL090W	MRP21	161.0	134.0	151.0	159.0	226.0	231.0	254.0
YBL091C-A	SCS22	71.0	63.0	55.0	44.0	42.0	46.0	38.0
YBL091C	MAP2	144.0	154.0	120.0	128.0	131.0	135.0	116.0
YBL092W	RPL32	690.0	573.0	1212.0	1329.0	1255.0	1360.0	1857.0
YBL093C	ROX3	90.0	74.0	62.0	67.0	56.0	59.0	59.0
YBL094C	YBL094C	0.6	0.7			0.8	0.7	
YBL095W	MRX3	53.0	57.0	13.0	16.0	12.0	13.0	12.0
YBL096C	YBL096C				0.8		0.7	
YBL097W	BRN1	5.0	5.0	11.0	9.0	9.0	8.0	6.0
YBL098W	BNA4	70.0	88.0	127.0	125.0	115.0	126.0	110.0
YBL099W	ATP1	787.0	682.0	1226.0	1317.0	1375.0	1529.0	1363.0
YBL100C	YBL100C	355.0	274.0	596.0	596.0	693.0	636.0	720.0
YBL100W-B	YBL100W-B	3.0	4.0	2.0	3.0	2.0	2.0	2.0
YBL100W-C	YBL100W-C	26.0	19.0	13.0	13.0	16.0	15.0	21.0
YBL101C	ECM21	61.0	71.0	42.0	41.0	42.0	42.0	37.0
YBL102W	SFT2	262.0	280.0	181.0	203.0	196.0	186.0	171.0
YBL103C	RTG3	86.0	95.0	67.0	68.0	60.0	63.0	62.0
YBL104C	SEA4	22.0	21.0	18.0	20.0	21.0	19.0	19.0
YBL105C	PKC1	38.0	37.0	33.0	33.0	38.0	38.0	36.0
YBL106C	SRO77	24.0	21.0	14.0	14.0	12.0	12.0	10.0
YBL107C	MIX23	104.0	113.0	113.0	107.0	150.0	153.0	153.0
YBL107W-A	YBL107W-A	3.0	3.0	2.0				
YBL108W	YBL108W	12.0	14.0	6.0	4.0	3.0	2.0	3.0
YBL109W	YBL109W	0.7	1.0	0.7	0.8	2.0	0.9	2.0
YBL111C	YBL111C	1.0	0.9	0.6	0.6	1.0	0.7	1.0
YBL112C	YBL112C		0.8	1.0				0.9
YBL113C	YBL113C	11.0	13.0	8.0	8.0	11.0	11.0	11.0
YBR001C	NTH2	37.0	42.0	37.0	35.0	38.0	32.0	30.0
YBR002C	RER2	48.0	47.0	40.0	40.0	38.0	40.0	43.0
YBR003W	COQ1	112.0	97.0	80.0	74.0	98.0	103.0	102.0
YBR004C	GPI18	45.0	36.0	31.0	26.0	27.0	25.0	33.0
YBR005W	RCR1	107.0	85.0	62.0	70.0	74.0	84.0	81.0
YBR006W	UGA2	135.0	131.0	63.0	57.0	71.0	66.0	55.0
YBR007C	DSF2	15.0	17.0	28.0	24.0	19.0	18.0	17.0
YBR008C	FLR1	36.0	34.0	26.0	23.0	21.0	22.0	20.0
YBR009C	HHF1	691.0	771.0	6851.0	3877.0	1394.0	1157.0	1094.0
YBR010W	HHT1	471.0	511.0	3066.0	1860.0	708.0	627.0	598.0
YBR011C	IPP1	1160.0	1164.0	1595.0	1441.0	1286.0	1273.0	1297.0
YBR012C	YBR012C	62.0	65.0	53.0	46.0	50.0	49.0	38.0
YBR012W-B	YBR012W-B	0.5	0.5	0.4	0.5	0.6	0.6	0.5
YBR013C	YBR013C	39.0	38.0	36.0	36.0	33.0	35.0	25.0
YBR014C	GRX7	279.0	301.0	218.0	194.0	167.0	176.0	155.0
YBR015C	MNN2	118.0	126.0	127.0	112.0	81.0	85.0	99.0
YBR016W	YBR016W	453.0	446.0	311.0	291.0	235.0	239.0	247.0
YBR017C	KAP104	26.0	28.0	39.0	38.0	39.0	41.0	42.0
YBR018C	GAL7	11.0	11.0	4.0	3.0	4.0	3.0	4.0
YBR019C	GAL10	22.0	24.0	13.0	12.0	12.0	9.0	11.0
YBR020W	GAL1	12.0	14.0	5.0	5.0	5.0	5.0	5.0
YBR021W	FUR4	24.0	22.0	41.0	50.0	42.0	45.0	45.0
YBR022W	POA1	70.0	59.0	84.0	77.0	80.0	76.0	73.0
YBR023C	CHS3	52.0	42.0	41.0	43.0	47.0	59.0	72.0
YBR024W	SCO2	93.0	85.0	57.0	68.0	92.0	92.0	86.0
YBR025C	OLA1	194.0	162.0	287.0	349.0	343.0	344.0	357.0
YBR026C	ETR1	756.0	792.0	391.0	389.0	450.0	460.0	430.0
YBR027C	YBR027C	3.0	1.0	0.7	0.7	2.0		
YBR028C	YPK3	45.0	40.0	72.0	64.0	65.0	58.0	55.0
YBR029C	CDS1	233.0	210.0	176.0	188.0	148.0	161.0	173.0
YBR030W	RKM3	41.0	36.0	24.0	26.0	24.0	26.0	27.0
YBR031W	RPL4A	225.0	201.0	239.0	285.0	245.0	269.0	326.0
YBR032W	YBR032W	4.0	6.0	7.0	12.0	7.0	6.0	5.0
YBR033W	EDS1	14.0	14.0	35.0	37.0	41.0	39.0	36.0
YBR034C	HMT1	103.0	68.0	87.0	94.0	83.0	104.0	147.0
YBR035C	PDX3	268.0	323.0	331.0	329.0	305.0	292.0	239.0
YBR036C	CSG2	248.0	254.0	196.0	202.0	179.0	174.0	162.0
YBR037C	SCO1	54.0	38.0	63.0	66.0	108.0	108.0	101.0
YBR038W	CHS2	21.0	23.0	72.0	95.0	152.0	135.0	78.0
YBR039W	ATP3	847.0	773.0	1116.0	1173.0	1189.0	1189.0	1121.0
YBR040W	FIG1	18.0	13.0	13.0	9.0	5.0	3.0	2.0
YBR041W	FAT1	51.0	54.0	43.0	42.0	38.0	36.0	38.0
YBR042C	CST26	35.0	33.0	32.0	26.0	25.0	24.0	25.0
YBR043C	QDR3	131.0	124.0	52.0	52.0	42.0	41.0	42.0
YBR044C	TCM62	53.0	47.0	52.0	58.0	83.0	81.0	73.0
YBR045C	GIP1	24.0	33.0	16.0	15.0	19.0	17.0	11.0
YBR046C	ZTA1	279.0	347.0	215.0	214.0	219.0	196.0	145.0
YBR047W	FMP23	101.0	143.0	107.0	112.0	105.0	97.0	70.0
YBR048W	RPS11B	442.0	375.0	460.0	513.0	569.0	617.0	756.0
YBR049C	REB1	42.0	47.0	90.0	83.0	67.0	59.0	57.0
YBR050C	REG2	620.0	684.0	330.0	298.0	245.0	227.0	174.0
YBR051W	YBR051W	11.0	13.0	6.0	4.0	3.0	4.0	3.0
YBR052C	RFS1	152.0	142.0	195.0	200.0	229.0	223.0	208.0
YBR053C	YBR053C	147.0	165.0	97.0	95.0	138.0	130.0	110.0
YBR054W	YRO2	48.0	29.0	50.0	53.0	480.0	805.0	681.0
YBR055C	PRP6	23.0	23.0	17.0	20.0	21.0	21.0	21.0
YBR056W	YBR056W	166.0	167.0	66.0	67.0	87.0	80.0	67.0
YBR056W-A	YBR056W-A	17.0	20.0	9.0	5.0	8.0	6.0	6.0
YBR057C	MUM2	159.0	153.0	84.0	79.0	89.0	85.0	81.0
YBR058C-A	TSC3	416.0	396.0	400.0	393.0	377.0	351.0	375.0
YBR058C	UBP14	76.0	80.0	56.0	60.0	58.0	56.0	52.0
YBR059C	AKL1	39.0	38.0	35.0	39.0	42.0	43.0	39.0
YBR060C	ORC2	28.0	28.0	34.0	32.0	31.0	29.0	29.0
YBR061C	TRM7	53.0	44.0	51.0	58.0	43.0	46.0	50.0
YBR062C	YBR062C	139.0	163.0	130.0	135.0	123.0	127.0	115.0
YBR063C	YBR063C	29.0	27.0	20.0	22.0	21.0	20.0	21.0
YBR064W	YBR064W		0.7	0.5	0.5			
YBR065C	ECM2	34.0	31.0	27.0	29.0	29.0	29.0	33.0
YBR066C	NRG2	46.0	43.0	49.0	49.0	60.0	78.0	93.0
YBR067C	TIP1	2588.0	2488.0	321.0	389.0	1130.0	1441.0	1260.0
YBR068C	BAP2	74.0	75.0	44.0	44.0	58.0	58.0	61.0
YBR069C	TAT1	410.0	331.0	22.0	21.0	19.0	23.0	26.0
YBR070C	ALG14	21.0	24.0	46.0	35.0	29.0	38.0	70.0
YBR071W	YBR071W	122.0	124.0	116.0	105.0	99.0	281.0	790.0
YBR072C-A	YBR072C-A	3.0	2.0	2.0	2.0	1.0		
YBR072W	HSP26	304.0	215.0	59.0	52.0	82.0	80.0	73.0
YBR073W	RDH54	45.0	52.0	66.0	56.0	45.0	47.0	55.0
YBR074W	YBR074W	31.0	31.0	30.0	29.0	26.0	29.0	29.0
YBR076C-A	YBR076C-A	137.0	135.0	112.0	100.0	96.0	94.0	77.0
YBR076W	ECM8	43.0	47.0	16.0	14.0	16.0	13.0	14.0
YBR077C	SLM4	140.0	165.0	176.0	148.0	154.0	154.0	174.0
YBR078W	ECM33	211.0	169.0	1858.0	1776.0	932.0	845.0	941.0
YBR079C	RPG1	108.0	88.0	79.0	96.0	96.0	109.0	129.0
YBR080C	SEC18	80.0	78.0	62.0	60.0	53.0	57.0	53.0
YBR081C	SPT7	22.0	21.0	29.0	30.0	30.0	29.0	28.0
YBR082C	UBC4	329.0	333.0	1094.0	1083.0	967.0	948.0	877.0
YBR083W	TEC1	79.0	57.0	38.0	39.0	51.0	67.0	129.0
YBR084C-A	RPL19A	455.0	384.0	605.0	714.0	762.0	768.0	1026.0
YBR084W	MIS1	33.0	28.0	39.0	41.0	34.0	39.0	49.0
YBR085C-A	YBR085C-A	2998.0	3030.0	2072.0	2211.0	2501.0	2324.0	2108.0
YBR085W	AAC3	1.0	1.0	3.0	1.0	2.0	3.0	2.0
YBR086C	IST2	79.0	75.0	123.0	119.0	99.0	93.0	72.0
YBR087W	RFC5	44.0	38.0	53.0	46.0	42.0	50.0	57.0
YBR088C	POL30	5.0	8.0	18.0	9.0	5.0	4.0	26.0
YBR089C-A	NHP6B	217.0	237.0	252.0	273.0	169.0	166.0	104.0
YBR089W	YBR089W				0.3			
YBR090C	YBR090C	27.0	25.0	11.0	10.0	6.0	7.0	6.0
YBR091C	TIM12	67.0	47.0	79.0	74.0	103.0	92.0	97.0
YBR092C	PHO3	15.0	17.0	11.0	13.0	10.0	12.0	10.0
YBR093C	PHO5	6.0	6.0	4.0	3.0	4.0	4.0	4.0
YBR094W	PBY1	35.0	30.0	38.0	38.0	43.0	41.0	39.0
YBR095C	RXT2	57.0	56.0	53.0	52.0	46.0	46.0	46.0
YBR096W	YBR096W	177.0	201.0	151.0	147.0	134.0	121.0	101.0
YBR097W	VPS15	9.0	9.0	8.0	8.0	7.0	8.0	7.0
YBR098W	MMS4	11.0	10.0	15.0	15.0	15.0	14.0	14.0
YBR101C	FES1	145.0	126.0	207.0	214.0	191.0	186.0	171.0
YBR102C	EXO84	32.0	35.0	32.0	33.0	30.0	33.0	28.0
YBR103C-A	YBR103C-A		2.0		2.0	2.0	2.0	2.0
YBR103W	SIF2	53.0	56.0	60.0	57.0	47.0	45.0	36.0
YBR104W	YMC2	64.0	78.0	60.0	61.0	46.0	40.0	30.0
YBR105C	VID24	92.0	91.0	36.0	28.0	26.0	25.0	21.0
YBR106W	PHO88	493.0	515.0	504.0	501.0	392.0	427.0	392.0
YBR107C	IML3	122.0	134.0	39.0	44.0	50.0	48.0	38.0
YBR108W	AIM3	63.0	65.0	35.0	35.0	41.0	41.0	35.0
YBR109C	CMD1	556.0	588.0	555.0	576.0	519.0	550.0	482.0
YBR109W-A	YBR109W-A	9.0	12.0	18.0	10.0	8.0	12.0	9.0
YBR110W	ALG1	108.0	103.0	74.0	78.0	74.0	78.0	75.0
YBR111C	YSA1	208.0	217.0	146.0	171.0	222.0	225.0	211.0
YBR111W-A	SUS1	176.0	160.0	106.0	102.0	131.0	129.0	138.0
YBR112C	CYC8	24.0	24.0	66.0	61.0	50.0	49.0	51.0
YBR113W	YBR113W	8.0	10.0	32.0	23.0	21.0	21.0	22.0
YBR114W	RAD16	21.0	23.0	14.0	14.0	10.0	12.0	12.0
YBR115C	LYS2	60.0	73.0	108.0	105.0	83.0	84.0	83.0
YBR116C	YBR116C	0.2	0.9					
YBR117C	TKL2	71.0	57.0	8.0	10.0	10.0	11.0	10.0
YBR118W	TEF2	534.0	469.0	703.0	757.0	716.0	724.0	756.0
YBR119W	MUD1	66.0	65.0	60.0	60.0	75.0	67.0	69.0
YBR120C	CBP6	128.0	90.0	105.0	109.0	153.0	145.0	161.0
YBR121C	GRS1	195.0	199.0	193.0	209.0	208.0	207.0	220.0
YBR122C	MRPL36	255.0	208.0	261.0	266.0	375.0	370.0	388.0
YBR123C	TFC1	35.0	35.0	35.0	33.0	29.0	31.0	25.0
YBR124W	YBR124W	5.0	3.0	0.6	0.7			
YBR125C	PTC4	105.0	115.0	84.0	88.0	90.0	87.0	75.0
YBR126C	TPS1	239.0	246.0	167.0	181.0	256.0	233.0	206.0
YBR126W-A	MEO1	4.0	7.0	5.0	3.0	2.0	1.0	2.0
YBR126W-B	YBR126W-B	3.0	5.0		2.0		5.0	
YBR127C	VMA2	248.0	257.0	282.0	292.0	292.0	287.0	287.0
YBR128C	ATG14	27.0	31.0	19.0	18.0	20.0	16.0	15.0
YBR129C	OPY1	59.0	57.0	52.0	54.0	49.0	53.0	54.0
YBR130C	SHE3	46.0	45.0	52.0	49.0	42.0	40.0	38.0
YBR131W	CCZ1	11.0	13.0	12.0	12.0	13.0	11.0	10.0
YBR132C	AGP2	317.0	295.0	132.0	134.0	154.0	145.0	111.0
YBR133C	HSL7	42.0	42.0	51.0	49.0	43.0	42.0	35.0
YBR134W	YBR134W	2.0	1.0	2.0	1.0	1.0	0.7	0.6
YBR135W	CKS1	207.0	219.0	189.0	193.0	161.0	161.0	143.0
YBR136W	MEC1	6.0	6.0	4.0	3.0	4.0	4.0	4.0
YBR137W	YBR137W	132.0	127.0	123.0	111.0	116.0	117.0	96.0
YBR138C	YBR138C	43.0	41.0	51.0	54.0	62.0	54.0	34.0
YBR139W	YBR139W	147.0	171.0	99.0	109.0	145.0	138.0	103.0
YBR140C	IRA1	10.0	10.0	7.0	8.0	10.0	10.0	9.0
YBR141C	BMT2	19.0	18.0	15.0	14.0	17.0	15.0	21.0
YBR142W	MAK5	22.0	14.0	22.0	23.0	22.0	24.0	31.0
YBR143C	SUP45	255.0	259.0	238.0	236.0	219.0	224.0	251.0
YBR144C	YBR144C	6.0	8.0	2.0	1.0	2.0	2.0	0.9
YBR145W	ADH5	146.0	210.0	85.0	74.0	71.0	63.0	46.0
YBR146W	MRPS9	258.0	190.0	177.0	218.0	354.0	370.0	396.0
YBR147W	RTC2	279.0	358.0	196.0	195.0	187.0	177.0	138.0
YBR148W	YSW1	20.0	34.0	12.0	13.0	13.0	14.0	9.0
YBR149W	ARA1	652.0	740.0	235.0	262.0	376.0	361.0	294.0
YBR150C	TBS1	16.0	17.0	15.0	16.0	17.0	16.0	18.0
YBR151W	APD1	165.0	156.0	132.0	137.0	194.0	189.0	161.0
YBR152W	SPP381	32.0	33.0	21.0	20.0	28.0	29.0	26.0
YBR153W	RIB7	72.0	66.0	48.0	54.0	57.0	63.0	69.0
YBR154C	RPB5	141.0	114.0	113.0	130.0	132.0	141.0	161.0
YBR155W	CNS1	38.0	39.0	37.0	44.0	37.0	41.0	45.0
YBR156C	SLI15	12.0	10.0	36.0	29.0	19.0	16.0	16.0
YBR157C	ICS2	45.0	39.0	31.0	30.0	57.0	79.0	103.0
YBR158W	AMN1	22.0	21.0	44.0	44.0	67.0	186.0	677.0
YBR159W	IFA38	190.0	184.0	138.0	144.0	145.0	142.0	130.0
YBR160W	CDC28	113.0	122.0	121.0	114.0	107.0	101.0	103.0
YBR161W	CSH1	48.0	40.0	38.0	38.0	37.0	32.0	38.0
YBR162C	TOS1	178.0	138.0	736.0	699.0	427.0	425.0	545.0
YBR162W-A	YSY6	300.0	275.0	544.0	494.0	367.0	399.0	443.0
YBR163W	EXO5	32.0	32.0	28.0	28.0	31.0	32.0	28.0
YBR164C	ARL1	127.0	130.0	159.0	167.0	159.0	164.0	142.0
YBR165W	UBS1	89.0	88.0	65.0	62.0	62.0	62.0	57.0
YBR166C	TYR1	67.0	75.0	61.0	66.0	61.0	58.0	58.0
YBR167C	POP7	201.0	210.0	52.0	57.0	59.0	50.0	52.0
YBR168W	PEX32	112.0	94.0	31.0	32.0	36.0	34.0	27.0
YBR169C	SSE2	47.0	42.0	35.0	36.0	42.0	39.0	34.0
YBR170C	NPL4	133.0	135.0	77.0	84.0	73.0	75.0	67.0
YBR171W	SEC66	181.0	176.0	126.0	125.0	132.0	125.0	125.0
YBR172C	SMY2	31.0	32.0	60.0	71.0	66.0	81.0	77.0
YBR173C	UMP1	514.0	589.0	463.0	494.0	537.0	533.0	501.0
YBR174C	YBR174C			0.7				0.7
YBR175W	SWD3	30.0	27.0	24.0	27.0	21.0	25.0	18.0
YBR176W	ECM31	88.0	86.0	63.0	63.0	72.0	68.0	64.0
YBR177C	EHT1	215.0	248.0	195.0	204.0	236.0	234.0	224.0
YBR178W	YBR178W	2.0	1.0	2.0	0.7		0.5	0.5
YBR179C	FZO1	65.0	62.0	54.0	54.0	72.0	69.0	71.0
YBR180W	DTR1	5.0	6.0	6.0	6.0	5.0	5.0	5.0
YBR181C	RPS6B	195.0	152.0	239.0	291.0	276.0	314.0	424.0
YBR182C-A	YBR182C-A	2.0	4.0	4.0	8.0	6.0	6.0	8.0
YBR182C	SMP1	9.0	8.0	12.0	11.0	8.0	10.0	13.0
YBR183W	YPC1	73.0	59.0	25.0	28.0	40.0	42.0	36.0
YBR184W	YBR184W	13.0	12.0	15.0	11.0	5.0	5.0	6.0
YBR185C	MBA1	127.0	87.0	138.0	154.0	209.0	200.0	196.0
YBR186W	PCH2	10.0	11.0	11.0	11.0	10.0	7.0	6.0
YBR187W	GDT1	64.0	60.0	107.0	96.0	80.0	76.0	72.0
YBR188C	NTC20	82.0	92.0	72.0	77.0	77.0	77.0	68.0
YBR189W	RPS9B	321.0	238.0	518.0	617.0	620.0	644.0	1042.0
YBR190W	YBR190W	0.6		2.0	0.7			
YBR191W-A	YBR191W-A		3.0					
YBR191W	RPL21A	233.0	190.0	400.0	477.0	496.0	544.0	769.0
YBR192W	RIM2	34.0	36.0	43.0	47.0	68.0	73.0	80.0
YBR193C	MED8	75.0	75.0	51.0	54.0	57.0	55.0	48.0
YBR194W	AIM4	107.0	116.0	66.0	71.0	86.0	84.0	65.0
YBR195C	MSI1	39.0	39.0	30.0	33.0	33.0	36.0	35.0
YBR196C-A	YBR196C-A	6.0	5.0	5.0	4.0	5.0	6.0	6.0
YBR196C-B	YBR196C-B	13.0	24.0	10.0	19.0	12.0	17.0	18.0
YBR196C	PGI1	139.0	113.0	209.0	216.0	240.0	265.0	251.0
YBR197C	YBR197C	56.0	57.0	65.0	61.0	57.0	76.0	62.0
